Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Sunrise_min,Sunset_min,Daytime
1,2009-05-20,84,61,73,12,44,57,0,8,427,1909, ,0,M,0.0,0.00,29.40,30.13,14.4,20,14.6,267,1149,882
1,2009-05-21,84,60,72,11,49,59,0,7,426,1910, ,0,M,0.0,0.00,29.38,30.09,7.8,23,12.8,266,1150,884
1,2009-05-22,69,53,61,0,46,53,4,0,425,1911, ,0,M,0.0,0.00,29.46,30.18,10.4,4,10.7,265,1151,886
1,2009-05-23,80,50,65,4,50,57,0,0,425,1912, ,0,M,0.0,0.00,29.33,30.06,4.5,7,5.7,265,1152,887
1,2009-05-24,71,55,63,1,46,53,2,0,424,1913, ,0,M,0.0,0.00,29.34,30.07,10.4,4,11.0,264,1153,889
1,2009-05-25,67,54,61,-1,43,51,4,0,423,1914,RA DZ,0,M,0.0,0.04,29.28,30.02,10.3,6,10.8,263,1154,891
1,2009-05-26,74,53,64,2,51,55,1,0,422,1915,TSRA RA BR,0,M,0.0,1.73,29.08,29.82,7.5,5,7.8,262,1155,893
1,2009-05-27,73,55,64,2,58,60,1,0,422,1916,DZ BR HZ,0,M,0.0,0.02,28.95,29.68,3.6,24,7.2,262,1156,894
1,2009-05-28,62,54,58,-5,51,54,7,0,421,1916, ,0,M,0.0,0.00,29.06,29.76,6.8,30,8.1,261,1156,895
1,2009-05-29,74,50,62,-2,49,55,3,0,421,1917, ,0,M,0.0,  T,29.17,29.88,2.7,32,6.9,261,1157,896
1,2009-05-30,79,50,65,1,46,54,0,0,420,1918,RA,0,M,0.0,  T,29.09,29.81,2.9,27,6.8,260,1158,898
1,2009-05-31,73,45,59,-5,41,50,6,0,420,1919, ,0,M,0.0,0.00,29.21,29.94,2.7,10,4.6,260,1159,899
1,2009-06-01,78,51,65,1,53,57,0,0,419,1920,TSRA RA,0,M,0.0,0.44,29.19,29.89,1.2,34,11.1,259,1160,901
1,2009-06-02,60,48,54,-10,46,50,11,0,419,1920,RA BR,0,M,0.0,0.12,29.36,30.09,7.4,3,8.0,259,1160,901
1,2009-06-03,61,43,52,-12,39,46,13,0,418,1921, ,0,M,0.0,0.00,29.42,30.15,10.5,4,10.7,258,1161,903
1,2009-06-04,68,42,55,-9,37,48,10,0,418,1922, ,0,M,0.0,0.00,29.31,30.05,4.7,4,5.9,258,1162,904
1,2009-06-05,79,44,62,-3,44,54,3,0,417,1923, ,0,M,0.0,0.00,29.18,29.91,5.8,26,6.7,257,1163,906
1,2009-06-06,63,51,57,-9,45,50,8,0,417,1923, ,0,M,0.0,0.02,29.20,29.93,6.2,5,7.7,257,1163,906
1,2009-06-07,73,52,63,-3,53,57,2,0,417,1924,BR,0,M,0.0,0.04,29.14,29.87,2.7,8,6.9,257,1164,907
1,2009-06-08,80,52,66,0,60,63,0,1,417,1925,TSRA RA BR,0,M,0.0,0.45,29.06,29.77,5.9,24,9.2,257,1165,908
1,2009-06-09,67,55,61,-5,53,56,4,0,416,1925,DZ BR,0,M,0.0,  T,29.23,29.94,4.0,6,6.3,256,1165,909
1,2009-06-10,67,54,61,-6,49,53,4,0,416,1926,RA,0,M,0.0,0.01,29.15,29.89,8.0,5,8.7,256,1166,910
1,2009-06-11,64,53,59,-8,51,54,6,0,416,1926,RA HZ,0,M,0.0,0.01,29.11,29.83,10.2,3,10.3,256,1166,910
1,2009-06-12,74,49,62,-6,49,55,3,0,416,1927,RA,0,M,0.0,  T,29.24,29.95,4.4,7,5.8,256,1167,911
1,2009-06-13,68,54,61,-7,51,55,4,0,416,1927,RA BR,0,M,0.0,0.33,29.28,30.00,5.9,5,6.7,256,1167,911
1,2009-06-14,77,51,64,-4,48,57,1,0,416,1928, ,0,M,0.0,0.00,29.29,30.01,4.5,4,4.7,256,1168,912
1,2009-06-15,81,53,67,-1,49,58,0,2,416,1928, ,0,M,0.0,0.00,29.28,30.01,5.5,9,6.4,256,1168,912
1,2009-06-16,71,59,65,-4,55,60,0,0,416,1929,RA BR,0,M,0.0,1.23,29.15,29.89,11.2,10,11.8,256,1169,913
1,2009-06-17,71,61,66,-3,59,62,0,1,416,1929,BR HZ,0,M,0.0,0.00,29.16,29.88,3.0,36,6.2,256,1169,913
1,2009-06-18,80,61,71,1,63,67,0,6,416,1929,RA BR,0,M,0.0,0.12,29.08,M,6.7,16,7.9,256,1169,913
1,2009-06-19,86,65,76,6,67,69,0,11,416,1930,TS TSRA BR,0,M,0.0,3.97,28.97,29.70,7.2,18,11.6,256,1170,914
1,2009-06-20,87,68,78,8,65,70,0,13,416,1930, ,0,M,0.0,0.00,29.08,29.76,8.3,29,8.6,256,1170,914
1,2009-06-21,84,70,77,7,63,68,0,12,416,1930, ,0,M,0.0,0.01,29.12,29.82,2.8,7,3.9,256,1170,914
1,2009-06-22,89,68,79,9,67,71,0,14,417,1931,TSRA RA,0,M,0.0,0.09,29.09,29.79,4.0,11,5.6,257,1171,914
1,2009-06-23,94,71,83,13,69,73,0,18,417,1931, ,0,M,0.0,0.00,29.16,29.87,1.8,14,3.5,257,1171,914
1,2009-06-24,94,75,85,14,68,73,0,20,417,1931,TSRA,0,M,0.0,0.04,29.16,29.87,1.9,22,5.8,257,1171,914
1,2009-06-25,94,75,85,14,69,73,0,20,417,1931, ,0,M,0.0,  T,29.08,29.80,2.4,32,4.9,257,1171,914
1,2009-06-26,86,69,78,7,60,M,0,13,418,1931, ,0,M,0.0,0.00,M,29.85,6.4,4,8.2,258,1171,913
1,2009-06-27,89,62,76,5,61,67,0,11,418,1931,TS RA,0,M,0.0,0.30,29.10,29.82,5.1,21,6.9,258,1171,913
1,2009-06-28,83,66,75,4,53,62,0,10,419,1931, ,0,M,0.0,0.00,29.00,29.73,13.2,29,13.6,259,1171,912
1,2009-06-29,77,63,70,-1,54,61,0,5,419,1931, ,0,M,0.0,0.00,28.89,29.60,12.2,30,12.7,259,1171,912
1,2009-06-30,66,59,63,-9,53,57,2,0,419,1931, ,0,M,0.0,0.00,28.95,29.65,8.9,30,9.1,259,1171,912
1,2009-07-01,65,57,61,-11,52,56,4,0,420,1931,RA DZ,0,M,0.0,  T,29.07,29.77,8.2,32,8.7,260,1171,911
1,2009-07-02,73,59,66,-6,54,60,0,1,420,1931, ,0,M,0.0,0.00,29.26,29.95,8.4,31,8.8,260,1171,911
1,2009-07-03,79,63,71,-1,56,62,0,6,421,1931, ,0,M,0.0,0.00,29.36,30.06,1.2,34,5.8,261,1171,910
1,2009-07-04,69,59,64,-8,58,61,1,0,422,1930,RA BR FU,0,M,0.0,0.20,29.26,29.99,1.8,13,3.8,262,1170,908
1,2009-07-05,81,57,69,-3,58,63,0,4,422,1930,RA BR HZ,0,M,0.0,0.05,29.20,29.92,0.7,34,2.4,262,1170,908
1,2009-07-06,86,60,73,1,54,62,0,8,423,1930, ,0,M,0.0,0.00,29.14,29.86,7.5,31,7.8,263,1170,907
1,2009-07-07,77,59,68,-4,54,60,0,3,423,1930,RA,0,M,0.0,  T,29.18,29.89,5.9,7,7.0,263,1170,907
1,2009-07-08,65,61,63,-10,56,59,2,0,424,1929,RA,0,M,0.0,0.06,29.28,29.99,6.8,6,7.0,264,1169,905
1,2009-07-09,79,59,69,-4,57,63,0,4,425,1929, ,0,M,0.0,0.00,29.35,30.07,5.8,11,6.9,265,1169,904
1,2009-07-10,82,63,73,0,64,67,0,8,425,1929,RA BR,0,M,0.0,0.08,29.34,30.06,4.4,21,4.9,265,1169,904
1,2009-07-11,85,63,74,1,59,65,0,9,426,1928,TSRA BR HZ,0,M,0.0,0.25,29.34,30.04,4.8,31,7.0,266,1168,902
1,2009-07-12,82,58,70,-3,51,60,0,5,427,1928, ,0,M,0.0,0.00,29.35,30.07,2.9,29,5.7,267,1168,901
1,2009-07-13,79,61,70,-3,46,57,0,5,428,1927, ,0,M,0.0,0.00,29.36,30.07,4.8,7,5.8,268,1167,899
1,2009-07-14,80,55,68,-5,51,59,0,3,428,1927, ,0,M,0.0,0.00,29.34,30.07,6.7,16,7.5,268,1167,899
1,2009-07-15,85,65,75,1,62,67,0,10,429,1926,BR,0,M,0.0,0.68,29.18,29.90,10.0,24,12.4,269,1166,897
1,2009-07-16,80,64,72,-2,56,62,0,7,430,1925, ,0,M,0.0,  T,29.17,29.89,9.9,28,10.8,270,1165,895
1,2009-07-17,70,57,64,-10,51,56,1,0,431,1925, ,0,M,0.0,0.00,29.15,29.87,10.6,30,10.8,271,1165,894
1,2009-07-18,72,57,65,-9,52,57,0,0,432,1924, ,0,M,0.0,0.00,29.31,30.01,8.1,31,8.2,272,1164,892
1,2009-07-19,71,57,64,-10,52,58,1,0,433,1923, ,0,M,0.0,0.00,29.39,30.11,1.3,36,4.0,273,1163,890
1,2009-07-20,76,55,66,-8,55,60,0,1,433,1923, ,0,M,0.0,0.00,29.36,30.09,5.1,9,5.5,273,1163,890
1,2009-07-21,80,58,69,-5,57,62,0,4,434,1922,RA DZ,0,M,0.0,0.04,29.28,30.01,3.1,13,5.8,274,1162,888
1,2009-07-22,78,63,71,-3,61,64,0,6,435,1921,BR HZ,0,M,0.0,  T,29.23,29.95,3.5,3,5.0,275,1161,886
1,2009-07-23,82,62,72,-2,58,63,0,7,436,1920,TS BR HZ,0,M,0.0,0.00,29.21,29.93,2.6,32,5.0,276,1160,884
1,2009-07-24,83,61,72,-2,59,64,0,7,437,1919,TSRA RA,0,M,0.0,0.14,29.08,29.83,8.9,23,9.8,277,1159,882
1,2009-07-25,81,66,74,0,58,64,0,9,438,1918, ,0,M,0.0,0.00,29.02,29.73,10.6,28,11.1,278,1158,880
1,2009-07-26,82,63,73,-1,58,64,0,8,439,1918,RA,0,M,0.0,  T,29.13,29.82,8.0,29,8.6,279,1158,879
1,2009-07-27,84,64,74,0,61,66,0,9,440,1917,RA,0,M,0.0,0.02,29.13,29.86,9.3,23,10.1,280,1157,877
1,2009-07-28,84,66,75,1,60,66,0,10,441,1916,RA,0,M,0.0,0.01,29.08,29.78,6.4,28,8.0,281,1156,875
1,2009-07-29,81,62,72,-2,51,59,0,7,442,1915, ,0,M,0.0,0.00,29.13,29.84,4.2,35,7.1,282,1155,873
1,2009-07-30,79,59,69,-5,57,62,0,4,443,1914, ,0,M,0.0,  T,29.15,29.85,4.4,23,5.5,283,1154,871
1,2009-07-31,81,58,70,-4,54,61,0,5,444,1913, ,0,M,0.0,0.00,29.23,29.94,6.2,26,7.3,284,1153,869
1,2009-08-01,75,61,68,-5,59,62,0,3,445,1911,RA,0,M,0.0,  T,29.18,29.91,11.6,22,11.4,285,1151,866
1,2009-08-02,78,57,68,-5,51,59,0,3,446,1910, ,0,M,0.0,0.00,29.20,29.93,6.8,25,9.6,286,1150,864
1,2009-08-03,84,67,76,3,60,66,0,11,447,1909, ,0,M,0.0,0.07,29.10,29.82,12.2,21,12.4,287,1149,862
1,2009-08-04,85,67,76,3,61,67,0,11,448,1908,BR,0,M,0.0,0.00,29.17,29.87,2.5,2,5.8,288,1148,860
1,2009-08-05,79,61,70,-3,54,61,0,5,449,1907, ,0,M,0.0,0.00,29.34,30.05,2.9,6,4.2,289,1147,858
1,2009-08-06,82,60,71,-2,51,60,0,6,450,1906, ,0,M,0.0,0.00,29.39,30.09,1.4,6,5.4,290,1146,856
1,2009-08-07,74,64,69,-4,59,63,0,4,451,1904,RA BR,0,M,0.0,0.33,29.36,30.09,7.3,15,7.8,291,1144,853
1,2009-08-08,89,68,79,6,70,73,0,14,452,1903,RA BR,0,M,0.0,0.02,29.20,29.92,12.9,21,13.6,292,1143,851
1,2009-08-09,91,77,84,11,71,74,0,19,453,1902, ,0,M,0.0,0.18,29.23,29.94,11.6,23,12.9,293,1142,849
1,2009-08-10,85,70,78,5,65,69,0,13,454,1900, ,0,M,0.0,0.00,29.24,29.95,6.9,26,7.2,294,1140,846
1,2009-08-11,82,62,72,-1,61,66,0,7,455,1859, ,0,M,0.0,0.00,29.30,30.00,6.3,2,8.0,295,1139,844
1,2009-08-12,83,60,72,-1,55,62,0,7,456,1858, ,0,M,0.0,0.00,29.39,30.09,3.7,4,5.9,296,1138,842
1,2009-08-13,86,60,73,0,55,63,0,8,457,1856, ,0,M,0.0,0.00,29.38,30.10,1.5,14,3.8,297,1136,839
1,2009-08-14,88,63,76,4,59,66,0,11,458,1855, ,0,M,0.0,0.00,29.38,30.10,5.4,21,5.7,298,1135,837
1,2009-08-15,89,67,78,6,61,67,0,13,459,1854, ,0,M,0.0,0.00,29.32,30.04,8.7,19,8.9,299,1134,835
1,2009-08-16,88,70,79,7,67,70,0,14,500,1852,TSRA,0,M,0.0,0.63,29.27,29.99,9.5,20,10.2,300,1132,832
1,2009-08-17,83,70,77,5,68,70,0,12,501,1851,TSRA RA BR,0,M,0.0,0.33,29.28,30.00,4.6,22,5.8,301,1131,830
1,2009-08-18,83,65,74,2,59,65,0,9,502,1849, ,0,M,0.0,0.00,29.28,29.99,7.5,27,8.1,302,1129,827
1,2009-08-19,83,59,71,0,60,65,0,6,503,1848,RA,0,M,0.0,0.35,29.08,29.83,5.7,16,8.7,303,1128,825
1,2009-08-20,78,64,71,0,61,65,0,6,504,1846,RA,0,M,0.0,0.07,28.93,29.66,12.1,23,12.5,304,1126,822
1,2009-08-21,73,59,66,-5,58,61,0,1,505,1845,RA,0,M,0.0,0.16,29.07,29.75,7.7,27,10.7,305,1125,820
1,2009-08-22,68,57,63,-8,52,56,2,0,506,1843, ,0,M,0.0,0.00,29.31,30.00,7.8,1,9.4,306,1123,817
1,2009-08-23,74,56,65,-6,53,58,0,0,508,1842, ,0,M,0.0,0.00,29.38,30.09,2.7,2,6.4,308,1122,814
1,2009-08-24,79,54,67,-4,56,61,0,2,509,1840, ,0,M,0.0,0.00,29.41,30.13,3.8,21,5.1,309,1120,811
1,2009-08-25,83,59,71,1,61,65,0,6,510,1839, ,0,M,0.0,0.00,29.33,30.05,9.1,21,9.2,310,1119,809
1,2009-08-26,73,62,68,-2,62,64,0,3,511,1837,RA BR,0,M,0.0,0.93,29.36,30.08,5.2,2,7.8,311,1117,806
1,2009-08-27,67,61,64,-6,60,61,1,0,512,1835,RA BR,0,M,0.0,0.95,29.36,30.08,9.1,7,9.7,312,1115,803
1,2009-08-28,68,60,64,-6,61,62,1,0,513,1834,RA BR,0,M,0.0,0.22,29.18,29.93,3.4,2,5.7,313,1114,801
1,2009-08-29,69,56,63,-7,51,56,2,0,514,1832,RA DZ BR,0,M,0.0,0.02,29.18,29.89,11.4,31,11.8,314,1112,798
1,2009-08-30,66,51,59,-11,47,52,6,0,515,1831, ,0,M,0.0,0.00,29.44,30.14,8.2,1,9.3,315,1111,796
1,2009-08-31,68,49,59,-10,44,52,6,0,516,1829, ,0,M,0.0,0.00,29.55,30.27,4.8,3,6.0,316,1109,793
1,2009-09-01,72,47,60,-8,47,53,5,0,517,1827, ,0,M,0.0,0.00,29.57,30.31,3.3,4,3.4,317,1107,790
1,2009-09-02,73,50,62,-6,50,56,3,0,518,1826, ,0,M,0.0,0.00,29.51,30.25,4.1,6,5.1,318,1106,788
1,2009-09-03,75,56,66,-2,54,59,0,1,519,1824, ,0,M,0.0,0.00,29.42,30.16,4.7,5,6.0,319,1104,785
1,2009-09-04,75,54,65,-3,54,59,0,0,520,1822,BR,0,M,0.0,0.00,29.44,30.15,3.6,4,4.1,320,1102,782
1,2009-09-05,78,54,66,-1,57,61,0,1,521,1821,BR HZ,0,M,0.0,0.00,29.49,30.21,4.3,4,5.3,321,1101,780
1,2009-09-06,77,61,69,2,59,63,0,4,522,1819,RA BR HZ,0,M,0.0,0.03,29.47,30.19,4.2,5,5.3,322,1099,777
1,2009-09-07,77,59,68,1,59,62,0,3,523,1817,BR,0,M,0.0,0.00,29.39,M,5.8,3,4.0,323,1097,774
1,2009-09-08,78,60,69,3,60,63,0,4,524,1815, ,0,M,0.0,0.00,29.36,30.07,6.6,3,7.3,324,1095,771
1,2009-09-09,78,65,72,6,63,65,0,7,525,1814,BR HZ,0,M,0.0,0.00,29.42,30.14,6.1,6,6.9,325,1094,769
1,2009-09-10,81,64,73,7,62,65,0,8,526,1812,BR HZ,0,M,0.0,0.00,29.48,30.20,6.0,6,6.8,326,1092,766
1,2009-09-11,80,61,71,6,59,63,0,6,527,1810,BR,0,M,0.0,0.00,29.44,30.17,5.1,7,5.6,327,1090,763
1,2009-09-12,79,58,69,4,60,63,0,4,528,1809,FG+ BR,0,M,0.0,0.00,29.41,30.14,3.7,3,4.8,328,1089,761
1,2009-09-13,80,58,69,4,54,60,0,4,529,1807,FG+ MIFG BR,0,M,0.0,0.00,29.39,30.12,1.5,7,3.0,329,1087,758
1,2009-09-14,84,58,71,7,55,61,0,6,530,1805, ,0,M,0.0,0.00,29.34,30.07,0.1,33,2.1,330,1085,755
1,2009-09-15,82,64,73,9,59,63,0,8,531,1803, ,0,M,0.0,0.00,29.36,30.07,6.2,2,7.8,331,1083,752
1,2009-09-16,71,59,65,1,54,59,0,0,532,1760, ,0,M,0.0,0.00,29.49,30.20,11.0,5,11.4,332,1080,748
1,2009-09-17,72,50,61,-3,52,56,4,0,533,1758, ,0,M,0.0,0.00,29.45,30.18,3.4,5,4.2,333,1078,745
1,2009-09-18,79,50,65,1,55,59,0,0,535,1756,BR,0,M,0.0,0.00,29.46,30.18,5.1,2,6.4,335,1076,741
1,2009-09-19,76,55,66,3,55,59,0,1,536,1755, ,0,M,0.0,0.00,29.48,30.21,3.2,10,5.9,336,1075,739
1,2009-09-20,73,54,64,2,56,60,1,0,537,1753,RA DZ BR,0,M,0.0,0.75,29.28,30.04,6.4,7,7.9,337,1073,736
1,2009-09-21,67,60,64,2,59,61,1,0,538,1751,DZ BR HZ,0,M,0.0,  T,29.26,29.98,3.5,23,4.6,338,1071,733
1,2009-09-22,77,59,68,6,65,67,0,3,539,1749,BR HZ,0,M,0.0,0.00,29.28,29.98,5.2,17,7.7,339,1069,730
1,2009-09-23,76,62,69,8,62,64,0,4,540,1748,BR,0,M,0.0,0.00,29.42,30.12,0.6,32,4.0,340,1068,728
1,2009-09-24,73,64,69,8,63,65,0,4,541,1746,BR,0,M,0.0,0.00,29.44,30.16,4.3,6,4.7,341,1066,725
1,2009-09-25,70,60,65,4,57,60,0,0,542,1744,RA DZ BR,0,M,0.0,0.16,29.39,30.12,5.4,11,7.3,342,1064,722
1,2009-09-26,69,55,62,2,56,59,3,0,543,1742,BR,0,M,0.0,0.00,29.15,29.91,4.0,27,4.6,343,1062,719
1,2009-09-27,74,50,62,2,53,57,3,0,544,1741,TSRA RA FG BR,0,M,0.0,0.08,28.84,29.59,8.2,22,10.2,344,1061,717
1,2009-09-28,62,49,56,-3,42,49,9,0,545,1739,RA,0,M,0.0,0.01,28.91,29.61,20.3,29,20.7,345,1059,714
1,2009-09-29,60,48,54,-5,42,48,11,0,546,1737, ,0,M,0.0,0.00,29.28,29.96,9.0,33,10.3,346,1057,711
1,2009-09-30,62,47,55,-4,40,47,10,0,547,1735, ,0,M,0.0,0.00,29.39,30.11,5.7,3,6.8,347,1055,708
1,2009-10-01,59,41,50,-8,46,49,15,0,548,1734,RA BR,0,M,0.0,0.89,29.13,29.90,9.1,13,9.5,348,1054,706
1,2009-10-02,56,47,52,-6,46,48,13,0,549,1732,RA BR,0,M,0.0,0.21,28.80,29.55,10.5,21,12.0,349,1052,703
1,2009-10-03,57,47,52,-5,47,49,13,0,550,1730,RA DZ BR,0,M,0.0,0.11,29.02,29.70,6.9,26,7.4,350,1050,700
1,2009-10-04,60,45,53,-4,43,47,12,0,552,1729, ,0,M,0.0,  T,29.28,29.98,9.0,28,9.2,352,1049,697
1,2009-10-05,62,43,53,-4,42,47,12,0,553,1727, ,0,M,0.0,0.00,29.29,30.03,1.8,8,5.4,353,1047,694
1,2009-10-06,61,49,55,-1,47,51,10,0,554,1725,RA DZ BR,0,M,0.0,0.03,28.90,29.65,8.8,24,14.9,354,1045,691
1,2009-10-07,60,45,53,-3,39,46,12,0,555,1724, ,0,M,0.0,0.00,29.24,29.95,9.2,26,10.8,355,1044,689
1,2009-10-08,53,45,49,-7,46,48,16,0,556,1722,RA DZ BR,0,M,0.0,0.12,29.18,29.92,3.3,21,4.8,356,1042,686
1,2009-10-09,52,39,46,-9,43,45,19,0,557,1720,RA BR,0,M,0.0,0.46,29.21,29.93,9.4,34,10.0,357,1040,683
1,2009-10-10,48,31,40,-15,30,35,25,0,558,1719, ,0,M,0.0,0.00,29.49,30.21,7.4,28,7.7,358,1039,681
1,2009-10-11,44,29,37,-17,22,32,28,0,559,1717, ,0,M,0.0,0.00,29.60,30.35,1.5,33,5.0,359,1037,678
1,2009-10-12,48,41,45,-9,36,41,20,0,600,1715,RA DZ BR,0,M,0.0,0.02,29.44,30.18,0.6,19,3.8,360,1035,675
1,2009-10-13,47,34,41,-12,32,38,24,0,602,1714, ,0,M,0.0,0.00,29.60,30.35,8.5,1,10.0,362,1034,672
1,2009-10-14,48,42,45,-8,36,41,20,0,603,1712,RA DZ BR,0,M,0.0,0.03,29.40,30.17,11.0,9,11.5,363,1032,669
1,2009-10-15,44,41,43,-10,38,40,22,0,604,1711,RA DZ BR,0,M,0.0,0.29,29.26,30.00,8.2,6,9.1,364,1031,667
1,2009-10-16,45,39,42,-10,36,39,23,0,605,1709,RA,0,M,  T,0.04,29.41,30.13,8.2,35,8.2,365,1029,664
1,2009-10-17,52,36,44,-8,33,39,21,0,606,1707,DZ,0,M,0.0,  T,29.57,30.30,8.0,34,8.2,366,1027,661
1,2009-10-18,53,31,42,-9,33,39,23,0,607,1706, ,0,M,0.0,0.00,29.49,30.25,6.1,21,6.9,367,1026,659
1,2009-10-19,65,44,55,4,41,47,10,0,608,1704, ,0,M,0.0,0.00,29.25,30.00,11.4,21,11.5,368,1024,656
1,2009-10-20,62,48,55,5,48,52,10,0,610,1703,RA,0,M,0.0,0.03,29.31,30.03,4.0,19,5.3,370,1023,653
1,2009-10-21,69,55,62,12,52,56,3,0,611,1701,RA,0,M,0.0,  T,29.25,29.99,11.4,21,11.5,371,1021,650
1,2009-10-22,58,48,53,3,48,50,12,0,612,1660,RA BR,0,M,0.0,1.03,29.18,29.94,8.4,5,13.0,372,1020,648
1,2009-10-23,61,42,52,3,49,50,13,0,613,1658,RA DZ BR,0,M,0.0,0.89,28.73,29.48,6.2,18,16.2,373,1018,645
1,2009-10-24,50,38,44,-5,37,40,21,0,614,1657,RA DZ BR,0,M,0.0,0.04,29.03,29.73,8.3,26,8.9,374,1017,643
1,2009-10-25,62,44,53,5,45,49,12,0,616,1656,RA BR,0,M,0.0,0.27,29.26,29.96,5.5,19,6.9,376,1016,640
1,2009-10-26,55,49,52,4,48,49,13,0,617,1654,RA BR,0,M,0.0,0.11,29.28,30.02,4.9,21,7.5,377,1014,637
1,2009-10-27,51,45,48,0,45,47,17,0,618,1653,RA BR,0,M,0.0,0.06,29.19,29.94,4.4,5,6.5,378,1013,635
1,2009-10-28,57,50,54,7,49,51,11,0,619,1651,BR HZ,0,M,0.0,0.00,29.28,29.99,3.1,14,4.3,379,1011,632
1,2009-10-29,60,47,54,7,50,52,11,0,620,1650,RA BR HZ,0,M,0.0,0.60,29.21,29.98,12.5,14,12.7,380,1010,630
1,2009-10-30,67,46,57,11,53,56,8,0,622,1649,RA DZ BR,0,M,0.0,0.81,28.79,29.55,15.6,20,17.4,382,1009,627
1,2009-10-31,46,35,41,-5,31,38,24,0,623,1647, ,0,M,0.0,  T,29.18,29.86,11.1,26,11.5,383,1007,624
1,2010-05-01,70,58,64,11,53,58,1,0,448,1849,RA BR,0,M,0.0,0.11,28.89,29.60,9.1,21,9.4,288,1129,841
1,2010-05-02,69,53,61,7,52,56,4,0,447,1850,RA BR,0,M,0.0,0.93,28.90,29.61,4.4,25,6.1,287,1130,843
1,2010-05-03,72,50,61,7,45,53,4,0,446,1851, ,0,M,0.0,0.00,29.07,29.77,8.8,25,9.4,286,1131,845
1,2010-05-04,79,50,65,11,44,54,0,0,444,1852, ,0,M,0.0,0.00,29.05,29.77,13.9,21,14.2,284,1132,848
1,2010-05-05,72,56,64,9,37,51,1,0,443,1853, ,0,M,0.0,  T,29.08,29.77,10.2,27,12.8,283,1133,850
1,2010-05-06,63,46,55,0,39,46,10,0,442,1855,TSRA,0,M,0.0,0.01,29.27,29.99,5.7,3,9.1,282,1135,853
1,2010-05-07,59,45,52,-3,46,48,13,0,441,1856,TSRA RA BR,0,M,0.0,0.72,28.98,29.73,2.6,34,13.2,281,1136,855
1,2010-05-08,50,42,46,-10,35,41,19,0,439,1857,RA,0,M,0.0,0.02,29.36,30.05,14.5,30,15.2,279,1137,858
1,2010-05-09,58,38,48,-8,29,40,17,0,438,1858, ,0,M,0.0,0.00,29.59,30.31,2.5,35,6.4,278,1138,860
1,2010-05-10,58,41,50,-6,31,42,15,0,437,1859,RA,0,M,0.0,  T,29.47,30.24,13.5,11,14.2,277,1139,862
1,2010-05-11,52,44,48,-9,46,47,17,0,436,1860,RA DZ BR,0,M,0.0,0.97,29.16,29.90,5.6,9,9.9,276,1140,864
1,2010-05-12,51,44,48,-9,45,46,17,0,435,1901,TSRA RA FG BR,0,M,0.0,0.12,29.36,30.10,8.9,6,10.4,275,1141,866
1,2010-05-13,73,48,61,3,53,55,4,0,434,1902,TSRA RA BR,0,M,0.0,1.49,29.23,29.93,4.8,25,12.3,274,1142,868
1,2010-05-14,66,47,57,-1,44,50,8,0,433,1903, ,0,M,0.0,0.00,29.46,30.17,10.9,26,11.2,273,1143,870
1,2010-05-15,61,43,52,-6,42,48,13,0,432,1904, ,0,M,0.0,0.00,29.53,30.26,4.1,4,5.8,272,1144,872
1,2010-05-16,66,41,54,-5,43,49,11,0,431,1905, ,0,M,0.0,0.00,29.44,30.18,9.7,5,10.1,271,1145,874
1,2010-05-17,58,50,54,-5,42,48,11,0,430,1906,RA,0,M,0.0,0.01,29.29,30.04,9.6,3,9.8,270,1146,876
1,2010-05-18,65,46,56,-4,40,48,9,0,429,1907, ,0,M,0.0,0.00,29.26,29.99,9.1,3,9.8,269,1147,878
1,2010-05-19,74,44,59,-1,39,51,6,0,428,1908, ,0,M,0.0,0.00,29.31,30.02,5.7,4,6.4,268,1148,880
1,2010-05-20,74,47,61,0,49,55,4,0,427,1909,RA,0,M,0.0,0.05,29.29,30.02,6.8,13,7.8,267,1149,882
1,2010-05-21,73,56,65,4,58,60,0,0,426,1910,RA DZ BR HZ,0,M,0.0,0.21,29.15,29.88,4.6,10,6.3,266,1150,884
1,2010-05-22,74,58,66,5,59,61,0,1,425,1911,FG+ BR HZ,0,M,0.0,0.00,29.23,29.94,3.4,12,5.4,265,1151,886
1,2010-05-23,89,62,76,15,66,69,0,11,425,1912, ,0,M,0.0,0.00,29.26,29.97,9.8,18,10.0,265,1152,887
1,2010-05-24,91,70,81,19,67,72,0,16,424,1913, ,0,M,0.0,0.00,29.33,30.03,6.6,14,8.2,264,1153,889
1,2010-05-25,88,69,79,17,62,68,0,14,423,1914, ,0,M,0.0,0.00,29.33,30.04,5.1,13,7.8,263,1154,891
1,2010-05-26,87,66,77,15,63,68,0,12,422,1915, ,0,M,0.0,  T,29.29,30.00,3.1,3,4.5,262,1155,893
1,2010-05-27,77,61,69,7,50,59,0,4,422,1916, ,0,M,0.0,0.00,29.31,30.03,10.4,3,10.7,262,1156,894
1,2010-05-28,79,57,68,5,50,58,0,3,421,1916, ,0,M,0.0,0.00,29.28,30.01,7.8,3,8.4,261,1156,895
1,2010-05-29,86,59,73,9,57,63,0,8,421,1917, ,0,M,0.0,0.00,29.23,29.95,5.0,5,5.8,261,1157,896
