Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Daytime,Sunrise_min,Sunset_min
2,2009-05-30,79,53,66,M,46,55,0, 1,420,1918, ,M,M,M,  T,29.15,29.80,1.8,29,6.6,898,260,1158
2,2009-05-31,72,49,61,M,43,52,4, 0,420,1919, ,M,M,M,0.00,29.26,29.93,2.9,9,6.3,899,260,1159
2,2009-06-01,80,52,66,M,54,58,0, 1,419,1920,TSRA RA,M,M,M,0.83,29.25,29.88,1.0,34,10.0,901,259,1160
2,2009-06-02,61,50,56,M,47,51,9, 0,419,1920,RA BR,M,M,M,0.06,29.42,30.07,8.3,3,9.2,901,259,1160
2,2009-06-03,61,47,54,M,40,48,11, 0,418,1921, ,M,M,M,0.00,29.47,30.13,11.0,2,11.4,903,258,1161
2,2009-06-04,68,47,58,M,38,49,7, 0,418,1922, ,M,M,M,0.00,29.36,30.05,5.2,5,6.4,904,258,1162
2,2009-06-05,80,47,64,M,43,54,1, 0,417,1923, ,M,M,M,0.00,29.23,29.91,6.3,25,7.2,906,257,1163
2,2009-06-06,66,55,61,M,48,53,4, 0,417,1923,RA,M,M,M,  T,29.26,29.92,4.7,3,7.2,906,257,1163
2,2009-06-07,74,56,65,M,54,59,0, 0,417,1924,RA BR,M,M,M,  T,29.21,29.86,1.5,11,7.7,907,257,1164
2,2009-06-08,82,55,69,M,61,65,0, 4,417,1925,TSRA RA BR HZ,M,M,M,0.30,29.11,29.76,6.4,25,10.0,908,257,1165
2,2009-06-09,67,56,62,M,53,56,3, 0,416,1925,DZ BR HZ,M,M,M,  T,29.29,29.94,6.4,8,7.9,909,256,1165
2,2009-06-10,67,55,61,M,50,55,4, 0,416,1926,RA,M,M,M,0.04,29.21,29.88,8.5,4,9.2,910,256,1166
2,2009-06-11,60,53,57,M,53,54,8, 0,416,1926,RA BR HZ,M,M,M,1.14,29.17,29.82,8.8,1,9.0,910,256,1166
2,2009-06-12,72,50,61,M,49,55,4, 0,416,1927, ,M,M,M,  T,29.30,29.95,5.0,6,6.7,911,256,1167
2,2009-06-13,66,56,61,M,52,55,4, 0,416,1927,RA,M,M,M,0.31,29.34,29.99,7.2,4,7.6,911,256,1167
2,2009-06-14,76,54,65,M,50,57,0, 0,416,1928, ,M,M,M,0.00,29.34,30.00,5.1,5,5.8,912,256,1168
2,2009-06-15,81,57,69,M,49,58,0, 4,416,1928,HZ,M,M,M,0.00,29.34,29.99,7.4,9,7.7,912,256,1168
2,2009-06-16,71,64,68,M,57,61,0, 3,416,1929,RA BR,M,M,M,1.07,29.21,29.87,10.3,11,10.7,913,256,1169
2,2009-06-17,73,63,68,M,60,63,0, 3,416,1929,BR HZ,M,M,M,0.00,29.21,29.87,2.6,34,6.7,913,256,1169
2,2009-06-18,81,63,72,M,64,67,0, 7,416,1929,TSRA BR HZ,M,M,M,0.11,29.15,29.79,3.7,17,5.8,913,256,1169
2,2009-06-19,88,66,77,M,68,70,0,12,416,1930,TS TSRA RA BR,M,M,M,0.87,29.03,29.68,6.3,18,10.5,914,256,1170
2,2009-06-20,88,69,79,M,65,70,0,14,416,1930, ,M,M,M,0.00,29.13,29.74,8.3,28,8.6,914,256,1170
2,2009-06-21,86,71,79,M,64,69,0,14,416,1930,RA,M,M,M,  T,29.17,29.80,3.3,9,3.5,914,256,1170
2,2009-06-22,89,70,80,M,67,71,0,15,417,1931,TSRA,M,M,M,0.06,29.15,29.77,5.3,12,7.2,914,257,1171
2,2009-06-23,92,75,84,M,68,73,0,19,417,1931, ,M,M,M,0.00,29.22,29.85,2.8,13,4.5,914,257,1171
2,2009-06-24,93,73,83,M,68,73,0,18,417,1931,BR,M,M,M,0.78,29.21,29.85,2.1,23,4.3,914,257,1171
2,2009-06-25,93,76,85,M,68,73,0,20,417,1931, ,M,M,M,0.00,29.15,29.77,1.8,26,4.6,914,257,1171
2,2009-06-26,86,72,79,M,61,67,0,14,418,1931, ,M,M,M,0.00,29.20,29.83,6.4,4,8.0,913,258,1171
2,2009-06-27,90,67,79,M,60,67,0,14,418,1931,RA,M,M,M,0.05,29.18,29.80,6.0,22,6.9,913,258,1171
2,2009-06-28,83,68,76,M,53,62,0,11,419,1931, ,M,M,M,0.00,29.08,29.71,14.1,29,14.6,912,259,1171
2,2009-06-29,78,65,72,M,54,61,0, 7,419,1931, ,M,M,M,0.00,28.95,29.59,13.4,30,14.1,912,259,1171
2,2009-06-30,68,61,65,M,53,58,0, 0,419,1931, ,M,M,M,0.00,29.00,29.64,8.1,30,8.3,912,259,1171
2,2009-07-01,65,57,61,M,54,57,4, 0,420,1931,RA DZ BR,M,M,M,0.02,29.13,29.76,6.6,31,7.4,911,260,1171
2,2009-07-02,73,60,67,M,55,60,0, 2,420,1931, ,M,M,M,0.00,29.31,29.94,5.7,31,7.6,911,260,1171
2,2009-07-03,79,62,71,M,56,62,0, 6,421,1931, ,M,M,M,0.00,29.41,30.05,1.8,2,6.5,910,261,1171
2,2009-07-04,69,63,66,M,58,62,0, 1,422,1930,RA BR,M,M,M,0.12,29.31,29.98,3.4,14,4.7,908,262,1170
2,2009-07-05,82,61,72,M,59,64,0, 7,422,1930,BR HZ,M,M,M,0.03,29.25,29.90,0.3,36,2.6,908,262,1170
2,2009-07-06,85,63,74,M,54,63,0, 9,423,1930, ,M,M,M,0.00,29.20,29.84,4.2,30,5.5,907,263,1170
2,2009-07-07,76,65,71,M,55,61,0, 6,423,1930, ,M,M,M,0.00,29.24,29.88,5.9,7,7.5,907,263,1170
2,2009-07-08,68,62,65,M,55,59,0, 0,424,1929,RA,M,M,M,0.17,29.34,29.98,7.0,8,7.4,905,264,1169
2,2009-07-09,80,63,72,M,58,64,0, 7,425,1929, ,M,M,M,0.00,29.41,30.05,6.5,10,7.3,904,265,1169
2,2009-07-10,84,67,76,M,65,68,0,11,425,1929,RA BR HZ,M,M,M,0.12,29.41,30.04,3.6,21,4.6,904,265,1169
2,2009-07-11,85,68,77,M,60,67,0,12,426,1928,TSRA BR,M,M,M,1.12,29.39,30.02,5.9,29,7.6,902,266,1168
2,2009-07-12,82,60,71,M,50,60,0, 6,427,1928, ,M,M,M,0.00,29.41,30.05,1.9,33,5.2,901,267,1168
2,2009-07-13,78,66,72,M,48,59,0, 7,428,1927, ,M,M,M,0.00,29.41,30.05,5.8,7,7.4,899,268,1167
2,2009-07-14,81,60,71,M,49,60,0, 6,428,1927, ,M,M,M,0.00,29.41,30.06,7.5,16,7.7,899,268,1167
2,2009-07-15,86,67,77,M,62,67,0,12,429,1926,TSRA RA BR,M,M,M,0.32,29.23,29.88,10.0,25,13.8,897,269,1166
2,2009-07-16,82,65,74,M,57,63,0, 9,430,1925, ,M,M,M,0.17,29.23,29.88,9.6,28,10.3,895,270,1165
2,2009-07-17,70,58,64,M,52,57,1, 0,431,1925,RA,M,M,M,  T,29.21,29.86,10.1,29,10.4,894,271,1165
2,2009-07-18,73,58,66,M,52,58,0, 1,432,1924, ,M,M,M,0.00,29.36,30.00,6.6,32,7.1,892,272,1164
2,2009-07-19,73,60,67,M,53,59,0, 2,433,1923, ,M,M,M,0.00,29.45,30.10,1.4,4,4.6,890,273,1163
2,2009-07-20,76,59,68,M,56,61,0, 3,433,1923, ,M,M,M,0.00,29.42,30.08,6.2,10,6.5,890,273,1163
2,2009-07-21,82,64,73,M,56,63,0, 8,434,1922, ,M,M,M,0.00,29.33,29.99,4.9,14,6.3,888,274,1162
2,2009-07-22,79,66,73,M,59,64,0, 8,435,1921,BR HZ,M,M,M,0.00,29.28,29.93,2.8,11,5.9,886,275,1161
2,2009-07-23,79,63,71,M,60,64,0, 6,436,1920,BR HZ,M,M,M,0.10,29.26,29.91,1.7,1,6.0,884,276,1160
2,2009-07-24,83,62,73,M,60,65,0, 8,437,1919,TSRA RA,M,M,M,0.19,29.14,29.82,8.7,23,9.6,882,277,1159
2,2009-07-25,81,66,74,M,59,65,0, 9,438,1918, ,M,M,M,  T,29.08,29.71,10.8,27,11.5,880,278,1158
2,2009-07-26,82,64,73,M,59,65,0, 8,439,1918, ,M,M,M,0.00,29.18,29.80,9.1,29,9.4,879,279,1158
2,2009-07-27,84,66,75,M,61,67,0,10,440,1917,RA,M,M,M,0.03,29.21,29.85,9.2,23,9.6,877,280,1157
2,2009-07-28,86,68,77,M,62,67,0,12,441,1916, ,M,M,M,0.01,29.13,29.77,6.5,28,7.7,875,281,1156
2,2009-07-29,79,66,73,M,52,61,0, 8,442,1915, ,M,M,M,0.00,29.19,29.82,3.8,3,7.1,873,282,1155
2,2009-07-30,80,65,73,M,57,63,0, 8,443,1914, ,M,M,M,  T,29.20,29.84,4.9,24,6.3,871,283,1154
2,2009-07-31,82,62,72,M,55,62,0, 7,444,1913, ,M,M,M,0.00,29.29,29.92,5.9,27,6.7,869,284,1153
2,2009-08-01,75,63,69,M,59,63,0, 4,445,1911, ,M,M,M,0.01,29.24,29.90,10.6,23,10.5,866,285,1151
2,2009-08-02,79,58,69,M,52,59,0, 4,446,1910, ,M,M,M,0.00,29.26,29.92,6.2,26,8.4,864,286,1150
2,2009-08-03,86,68,77,M,61,66,0,12,447,1909,RA,M,M,M,0.06,29.17,29.81,11.0,21,11.3,862,287,1149
2,2009-08-04,86,69,78,M,63,68,0,13,448,1908,BR HZ,M,M,M,0.00,29.21,29.85,1.8,5,6.2,860,288,1148
2,2009-08-05,79,66,73,M,56,63,0, 8,449,1907, ,M,M,M,0.00,29.40,30.03,3.8,6,5.6,858,289,1147
2,2009-08-06,81,62,72,M,51,60,0, 7,450,1906, ,M,M,M,0.00,29.44,30.08,3.4,9,5.5,856,290,1146
2,2009-08-07,74,67,71,M,59,63,0, 6,451,1904,RA BR,M,M,M,0.23,29.41,30.08,6.4,15,7.2,853,291,1144
2,2009-08-08,89,69,79,M,70,73,0,14,452,1903,TSRA RA BR,M,M,M,0.08,29.26,29.92,12.2,21,12.8,851,292,1143
2,2009-08-09,92,77,85,M,72,75,0,20,453,1902, ,M,M,M,0.02,29.29,29.92,11.1,23,12.3,849,293,1142
2,2009-08-10,86,71,79,M,66,70,0,14,454,1900, ,M,M,M,0.00,29.31,29.94,8.3,26,8.9,846,294,1140
2,2009-08-11,81,65,73,M,62,66,0, 8,455,1859, ,M,M,M,0.00,29.36,29.98,6.1,2,8.7,844,295,1139
2,2009-08-12,82,63,73,M,56,63,0, 8,456,1858, ,M,M,M,0.00,29.44,30.07,5.5,5,7.0,842,296,1138
2,2009-08-13,86,63,75,M,55,63,0,10,457,1856, ,M,M,M,0.00,29.44,30.09,2.0,16,4.0,839,297,1136
2,2009-08-14,88,67,78,M,59,66,0,13,458,1855, ,M,M,M,0.00,29.44,30.08,6.3,21,6.5,837,298,1135
2,2009-08-15,89,70,80,M,61,68,0,15,459,1854, ,M,M,M,0.00,29.38,30.02,8.3,19,8.7,835,299,1134
2,2009-08-16,90,71,81,M,68,71,0,16,500,1852,TSRA RA,M,M,M,0.27,29.34,29.97,9.3,21,10.1,832,300,1132
2,2009-08-17,83,71,77,M,68,71,0,12,501,1851,RA BR,M,M,M,0.59,29.34,29.98,5.1,22,7.5,830,301,1131
2,2009-08-18,84,66,75,M,61,66,0,10,502,1849, ,M,M,M,0.00,29.33,29.97,8.0,27,8.3,827,302,1129
2,2009-08-19,81,64,73,M,62,66,0, 8,503,1848,TSRA BR,M,M,M,0.61,29.15,29.82,5.9,16,8.2,825,303,1128
2,2009-08-20,79,64,72,M,61,65,0, 7,504,1846,RA BR,M,M,M,0.12,29.00,29.65,12.2,23,12.7,822,304,1126
2,2009-08-21,74,59,67,M,58,61,0, 2,505,1845,RA,M,M,M,0.05,29.13,29.75,10.1,27,13.2,820,305,1125
2,2009-08-22,69,58,64,M,52,57,1, 0,506,1843, ,M,M,M,0.00,29.36,29.99,9.4,36,10.4,817,306,1123
2,2009-08-23,73,58,66,M,55,59,0, 1,508,1842, ,M,M,M,0.00,29.44,30.08,3.5,5,7.6,814,308,1122
2,2009-08-24,79,57,68,M,57,62,0, 3,509,1840, ,M,M,M,0.00,29.47,30.12,5.0,21,5.7,811,309,1120
2,2009-08-25,82,61,72,M,61,65,0, 7,510,1839, ,M,M,M,0.00,29.39,30.04,8.3,21,8.6,809,310,1119
2,2009-08-26,72,64,68,M,64,65,0, 3,511,1837,RA BR,M,M,M,0.54,29.42,30.07,3.9,2,7.3,806,311,1117
2,2009-08-27,67,62,65,M,61,63,0, 0,512,1835,RA BR,M,M,M,1.19,29.41,30.07,10.7,8,11.0,803,312,1115
2,2009-08-28,71,61,66,M,61,63,0, 1,513,1834,RA BR,M,M,M,0.28,29.24,29.92,2.6,2,5.4,801,313,1114
2,2009-08-29,69,56,63,M,52,57,2, 0,514,1832,DZ,M,M,M,0.01,29.24,29.88,10.4,31,11.1,798,314,1112
2,2009-08-30,66,51,59,M,47,53,6, 0,515,1831, ,M,M,M,  T,29.50,30.13,9.4,1,10.5,796,315,1111
2,2009-08-31,67,49,58,M,44,52,7, 0,516,1829, ,M,M,M,0.00,29.60,30.26,5.3,4,6.8,793,316,1109
2,2009-09-01,71,50,61,M,49,55,4, 0,517,1827, ,M,M,M,0.00,29.63,30.30,3.2,6,3.5,790,317,1107
2,2009-09-02,72,53,63,M,51,56,2, 0,518,1826, ,M,M,M,0.00,29.56,30.23,3.2,8,3.9,788,318,1106
2,2009-09-03,75,57,66,M,55,60,0, 1,519,1824,BR,M,M,M,0.00,29.48,30.14,5.2,6,5.9,785,319,1104
2,2009-09-04,75,58,67,M,55,60,0, 2,520,1822,BR HZ,M,M,M,0.00,29.49,30.14,3.8,4,4.4,782,320,1102
2,2009-09-05,78,57,68,M,57,62,0, 3,521,1821,BR HZ,M,M,M,0.00,29.54,30.19,5.2,6,5.8,780,321,1101
2,2009-09-06,77,66,72,M,59,64,0, 7,522,1819, ,M,M,M,  T,29.52,30.17,6.3,8,6.6,777,322,1099
2,2009-09-07,77,63,70,M,59,63,0, 5,523,1817,BR HZ,M,M,M,0.00,29.44,30.09,6.3,4,6.9,774,323,1097
2,2009-09-08,78,62,70,M,62,65,0, 5,524,1815,BR HZ,M,M,M,0.00,29.41,30.05,6.9,4,8.0,771,324,1095
2,2009-09-09,77,68,73,M,63,66,0, 8,525,1814,BR HZ,M,M,M,0.00,29.47,30.12,6.8,7,7.2,769,325,1094
2,2009-09-10,80,65,73,M,62,66,0, 8,526,1812,BR HZ,M,M,M,0.00,29.54,30.17,6.6,7,7.3,766,326,1092
2,2009-09-11,78,64,71,M,59,64,0, 6,527,1810, ,M,M,M,0.00,29.49,30.15,6.4,8,6.7,763,327,1090
2,2009-09-12,78,61,70,M,61,64,0, 5,528,1809,FG+ FG BR,M,M,M,0.00,29.47,30.12,3.2,6,4.5,761,328,1089
2,2009-09-13,79,57,68,M,55,61,0, 3,529,1807,FG+ BR,M,M,M,0.01,29.45,30.11,2.5,7,4.2,758,329,1087
2,2009-09-14,84,59,72,M,56,62,0, 7,530,1805, ,M,M,M,0.00,29.40,30.05,1.1,13,2.7,755,330,1085
2,2009-09-15,83,63,73,M,58,64,0, 8,531,1803, ,M,M,M,0.00,29.41,30.05,5.8,2,6.7,752,331,1083
2,2009-09-16,72,62,67,M,54,60,0, 2,532,1760, ,M,M,M,0.00,29.54,30.18,12.5,6,13.4,748,332,1080
2,2009-09-17,71,54,63,M,51,57,2, 0,533,1758, ,M,M,M,0.00,29.51,30.17,4.5,8,5.4,745,333,1078
2,2009-09-18,79,52,66,M,55,59,0, 1,535,1756, ,M,M,M,0.00,29.52,30.17,5.3,3,6.7,741,335,1076
2,2009-09-19,75,58,67,M,55,60,0, 2,536,1755, ,M,M,M,0.00,29.54,30.20,4.4,10,5.8,739,336,1075
2,2009-09-20,71,54,63,M,56,60,2, 0,537,1753,RA DZ BR,M,M,M,0.44,29.34,30.02,5.9,8,7.3,736,337,1073
2,2009-09-21,69,63,66,M,60,62,0, 1,538,1751,DZ BR HZ,M,M,M,  T,29.31,29.97,3.6,23,5.5,733,338,1071
2,2009-09-22,76,63,70,M,65,67,0, 5,539,1749,RA BR,M,M,M,0.04,29.34,29.97,5.2,18,7.3,730,339,1069
2,2009-09-23,76,62,69,M,63,64,0, 4,540,1748,BR,M,M,M,0.00,29.47,30.11,0.8,31,4.7,728,340,1068
2,2009-09-24,71,64,68,M,62,64,0, 3,541,1746,BR,M,M,M,0.00,29.49,30.15,4.1,7,4.4,725,341,1066
2,2009-09-25,70,60,65,M,57,60,0, 0,542,1744,RA DZ BR,M,M,M,0.02,29.44,30.11,5.4,11,6.3,722,342,1064
2,2009-09-26,66,56,61,M,56,59,4, 0,543,1742,BR,M,M,M,  T,29.21,29.90,3.9,26,4.6,719,343,1062
2,2009-09-27,74,53,64,M,53,58,1, 0,544,1741,TSRA FG+ BR,M,M,M,0.48,28.91,29.59,7.6,23,10.2,717,344,1061
2,2009-09-28,63,50,57,M,42,49,8, 0,545,1739,RA,M,M,M,  T,28.98,29.61,19.8,28,20.2,714,345,1059
2,2009-09-29,58,48,53,M,42,48,12, 0,546,1737,DZ,M,M,M,  T,29.34,29.96,8.4,33,10.2,711,346,1057
2,2009-09-30,61,49,55,M,42,48,10, 0,547,1735, ,M,M,M,0.00,29.44,30.10,4.8,3,7.0,708,347,1055
2,2009-10-01,59,44,52,M,46,49,13, 0,548,1734,TSRA RA BR,M,M,M,0.59,29.18,29.90,8.8,13,8.7,706,348,1054
2,2009-10-02,56,48,52,M,46,48,13, 0,549,1732,RA DZ BR,M,M,M,0.17,28.87,29.56,10.0,22,11.6,703,349,1052
2,2009-10-03,58,47,53,M,47,49,12, 0,550,1730,RA BR,M,M,M,0.03,29.08,29.71,9.4,26,9.8,700,350,1050
2,2009-10-04,61,45,53,M,42,47,12, 0,552,1729, ,M,M,M,0.00,29.34,29.99,8.9,27,9.3,697,352,1049
2,2009-10-05,61,42,52,M,42,47,13, 0,553,1727, ,M,M,M,0.00,29.35,30.04,2.9,9,4.5,694,353,1047
2,2009-10-06,62,49,56,M,46,50,9, 0,554,1725,RA BR,M,M,M,0.05,28.97,29.66,9.5,24,15.1,691,354,1045
2,2009-10-07,60,45,53,M,39,46,12, 0,555,1724, ,M,M,M,0.00,29.31,29.96,8.5,26,10.1,689,355,1044
2,2009-10-08,54,47,51,M,46,49,14, 0,556,1722,RA DZ BR,M,M,M,0.14,29.25,29.93,4.8,20,5.6,686,356,1042
2,2009-10-09,52,40,46,M,44,46,19, 0,557,1720,RA DZ BR,M,M,M,0.43,29.26,29.92,9.3,35,10.2,683,357,1040
2,2009-10-10,48,33,41,M,30,36,24, 0,558,1719, ,M,M,M,0.00,29.55,30.21,7.8,29,8.2,681,358,1039
2,2009-10-11,45,29,37,M,23,33,28, 0,559,1717, ,M,M,M,0.00,29.67,30.36,1.1,1,4.8,678,359,1037
2,2009-10-12,49,42,46,M,34,40,19, 0,600,1715,RA DZ BR HZ,M,M,M,  T,29.50,30.20,0.6,24,3.5,675,360,1035
2,2009-10-13,48,36,42,M,32,39,23, 0,602,1714,BR,M,M,M,0.00,29.66,30.35,8.5,2,11.3,672,362,1034
2,2009-10-14,48,42,45,M,36,41,20, 0,603,1712,RA DZ BR,M,M,M,0.03,29.47,30.17,10.7,10,11.2,669,363,1032
2,2009-10-15,44,41,43,M,38,40,22, 0,604,1711,RA DZ BR,M,M,M,0.33,29.31,30.00,9.4,7,10.0,667,364,1031
2,2009-10-16,46,40,43,M,36,40,22, 0,605,1709,RA DZ,M,M,M,0.08,29.46,30.13,7.1,35,8.1,664,365,1029
2,2009-10-17,52,39,46,M,34,40,19, 0,606,1707,RA,M,M,M,0.01,29.64,30.30,6.9,35,7.7,661,366,1027
2,2009-10-18,53,33,43,M,33,40,22, 0,607,1706, ,M,M,M,0.00,29.55,30.26,5.8,21,6.2,659,367,1026
2,2009-10-19,66,43,55,M,40,47,10, 0,608,1704, ,M,M,M,0.00,29.32,30.01,10.7,21,10.8,656,368,1024
2,2009-10-20,64,51,58,M,47,52,7, 0,610,1703,RA,M,M,M,0.05,29.38,30.03,6.4,19,7.4,653,370,1023
2,2009-10-21,70,55,63,M,50,55,2, 0,611,1701, ,M,M,M,0.01,29.32,29.99,11.1,21,11.2,650,371,1021
2,2009-10-22,58,49,54,M,49,51,11, 0,612,1660,RA BR,M,M,M,0.84,29.23,29.93,8.7,6,13.2,648,372,1020
2,2009-10-23,62,44,53,M,50,51,12, 0,613,1658,RA DZ BR,M,M,M,1.29,28.80,29.48,6.6,19,15.4,645,373,1018
2,2009-10-24,49,39,44,M,37,41,21, 0,614,1657,RA DZ SN,M,M,M,0.05,29.10,29.74,9.6,26,10.3,643,374,1017
2,2009-10-25,63,44,54,M,43,48,11, 0,616,1656,RA BR,M,M,M,0.24,29.32,29.97,6.3,19,7.3,640,376,1016
2,2009-10-26,55,50,53,M,47,49,12, 0,617,1654,RA DZ BR,M,M,M,0.13,29.35,30.02,5.2,21,6.8,637,377,1014
2,2009-10-27,52,48,50,M,46,48,15, 0,618,1653,RA DZ BR,M,M,M,0.16,29.24,29.94,5.5,5,7.0,635,378,1013
2,2009-10-28,58,50,54,M,49,51,11, 0,619,1651,BR HZ,M,M,M,0.00,29.34,29.99,1.8,13,3.0,632,379,1011
2,2009-10-29,60,48,54,M,50,52,11, 0,620,1650,RA BR HZ,M,M,M,1.05,29.28,29.99,11.1,14,11.4,630,380,1010
2,2009-10-30,68,47,58,M,54,56,7, 0,622,1649,RA BR,M,M,M,1.15,28.87,29.56,15.7,21,17.9,627,382,1009
2,2009-10-31,47,37,42,M,31,38,23, 0,623,1647, ,M,M,M,0.01,29.25,29.87,13.4,26,13.8,624,383,1007
2,2010-05-01,71,61,66,M,54,59,0, 1,448,1849,RA,M,M,M,0.01,28.95,29.59,7.4,22,8.1,841,288,1129
2,2010-05-02,68,54,61,M,52,56,4, 0,447,1850,RA BR,M,M,M,0.31,28.97,29.60,2.8,26,6.9,843,287,1130
2,2010-05-03,72,52,62,M,45,53,3, 0,446,1851, ,M,M,M,0.00,29.13,29.77,8.9,25,9.5,845,286,1131
2,2010-05-04,80,53,67,M,43,54,0, 2,444,1852, ,M,M,M,0.00,29.13,29.78,12.1,21,12.6,848,284,1132
2,2010-05-05,73,57,65,M,37,51,0, 0,443,1853, ,M,M,M,  T,29.15,29.77,9.7,27,12.1,850,283,1133
2,2010-05-06,60,48,54,M,39,46,11, 0,442,1855, ,M,M,M,0.05,29.33,29.99,5.9,6,10.1,853,282,1135
2,2010-05-07,59,46,53,M,46,49,12, 0,441,1856,TSRA RA BR,M,M,M,0.74,29.04,29.73,3.7,31,13.8,855,281,1136
2,2010-05-08,50,42,46,M,35,41,19, 0,439,1857,RA,M,M,M,0.08,29.42,30.06,13.6,29,14.4,858,279,1137
2,2010-05-09,56,37,47,M,29,40,18, 0,438,1858, ,M,M,M,0.00,29.66,30.32,1.8,6,5.9,860,278,1138
2,2010-05-10,58,43,51,M,29,42,14, 0,437,1859,RA,M,M,M,  T,29.54,30.25,12.5,12,13.0,862,277,1139
2,2010-05-11,59,44,52,M,46,48,13, 0,436,1860,RA BR,M,M,M,0.72,29.21,29.89,3.0,12,10.4,864,276,1140
2,2010-05-12,53,46,50,M,45,47,15, 0,435,1901,TSRA RA DZ BR HZ,M,M,M,0.14,29.41,30.09,8.3,6,10.0,866,275,1141
2,2010-05-13,78,49,64,M,54,57,1, 0,434,1902,TSRA RA BR,M,M,M,0.97,29.28,29.93,5.9,25,13.4,868,274,1142
2,2010-05-14,67,49,58,M,43,51,7, 0,433,1903, ,M,M,M,0.00,29.52,30.17,11.9,26,12.3,870,273,1143
2,2010-05-15,63,47,55,M,41,48,10, 0,432,1904, ,M,M,M,0.00,29.59,30.25,4.0,5,6.4,872,272,1144
2,2010-05-16,66,46,56,M,43,50,9, 0,431,1905, ,M,M,M,0.00,29.48,30.17,11.1,5,11.5,874,271,1145
2,2010-05-17,60,52,56,M,43,49,9, 0,430,1906,RA DZ,M,M,M,0.11,29.35,30.03,7.9,3,8.8,876,270,1146
2,2010-05-18,62,49,56,M,41,48,9, 0,429,1907, ,M,M,M,0.00,29.31,29.98,9.6,2,10.1,878,269,1147
2,2010-05-19,73,46,60,M,39,50,5, 0,428,1908, ,M,M,M,0.00,29.36,30.02,6.4,4,7.3,880,268,1148
2,2010-05-20,72,51,62,M,49,55,3, 0,427,1909,RA,M,M,M,0.09,29.35,30.02,6.3,12,7.4,882,267,1149
2,2010-05-21,72,56,64,M,58,60,1, 0,426,1910,RA DZ BR,M,M,M,0.40,29.21,29.87,5.0,12,6.2,884,266,1150
2,2010-05-22,72,58,65,M,59,61,0, 0,425,1911,FG+ FG BR HZ,M,M,M,0.01,29.29,29.94,2.7,9,6.1,886,265,1151
2,2010-05-23,89,65,77,M,65,69,0,12,425,1912, ,M,M,M,0.00,29.33,29.96,9.7,18,10.0,887,265,1152
2,2010-05-24,91,73,82,M,66,71,0,17,424,1913, ,M,M,M,0.00,29.39,30.01,6.3,13,7.9,889,264,1153
2,2010-05-25,87,71,79,M,61,68,0,14,423,1914, ,M,M,M,0.00,29.39,30.02,6.4,12,8.1,891,263,1154
2,2010-05-26,85,70,78,M,62,68,0,13,422,1915,TS RA,M,M,M,  T,29.34,29.98,3.2,2,5.8,893,262,1155
2,2010-05-27,77,63,70,M,50,59,0, 5,422,1916, ,M,M,M,0.00,29.36,30.00,12.7,2,13.0,894,262,1156
2,2010-05-28,76,59,68,M,49,58,0, 3,421,1916, ,M,M,M,0.00,29.33,29.99,10.0,2,10.4,895,261,1156
2,2010-05-29,84,62,73,M,57,63,0, 8,421,1917, ,M,M,M,0.00,29.28,29.93,4.5,7,5.6,896,261,1157
2,2010-05-30,91,64,78,M,59,66,0,13,420,1918,TSRA,M,M,M,  T,29.23,29.86,4.5,17,6.1,898,260,1158
2,2010-05-31,84,65,75,M,65,67,0,10,420,1919,TSRA RA BR HZ,M,M,M,1.57,29.21,29.85,1.6,19,4.8,899,260,1159
2,2010-06-01,84,65,75,M,63,67,0,10,419,1920,BR HZ,M,M,M,0.00,29.17,29.83,4.4,17,6.1,901,259,1160
2,2010-06-02,77,59,68,M,61,64,0, 3,419,1920,TSRA RA BR,M,M,M,1.30,29.05,29.69,2.8,32,10.1,901,259,1160
2,2010-06-03,71,58,65,M,46,55,0, 0,418,1921, ,M,M,M,0.00,29.15,29.79,6.1,4,7.7,903,258,1161
2,2010-06-04,83,60,72,M,59,64,0, 7,418,1922, ,M,M,M,  T,29.07,29.71,6.8,21,8.5,904,258,1162
2,2010-06-05,79,60,70,M,63,66,0, 5,417,1923,TS RA BR,M,M,M,0.51,29.00,29.65,3.8,24,8.0,906,257,1163
2,2010-06-06,75,58,67,M,54,59,0, 2,417,1923,RA,M,M,M,  T,29.22,29.83,8.3,33,10.4,906,257,1163
2,2010-06-07,69,56,63,M,48,55,2, 0,417,1924, ,M,M,M,0.00,29.41,30.04,6.5,7,7.9,907,257,1164
2,2010-06-08,67,59,63,M,57,59,2, 0,417,1925,RA BR,M,M,M,0.33,29.28,29.96,7.8,13,8.9,908,257,1165
2,2010-06-09,83,67,75,M,55,63,0,10,416,1925,BR,M,M,M,0.00,29.19,29.82,10.0,27,10.8,909,256,1165
2,2010-06-10,75,60,68,M,54,60,0, 3,416,1926, ,M,M,M,0.00,29.31,29.94,5.3,8,6.7,910,256,1166
2,2010-06-11,88,64,76,M,67,71,0,11,416,1926,TSRA,M,M,M,0.41,29.24,29.88,8.6,19,10.2,910,256,1166
2,2010-06-12,77,62,70,M,63,65,0, 5,416,1927,RA BR HZ,M,M,M,0.12,29.31,29.94,2.2,2,7.4,911,256,1167
