AvgSpeed,CodeSum,Cool,Date,Daytime,Depart,Depth,DewPoint,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,SnowFall,Station,StnPressure,Sunrise,Sunrise_min,Sunset,Sunset_min,Tavg,Tmax,Tmin,Water1,WetBulb
7.4, , 2,2007-07-21,888,M,M,52,0,0.00,4,5.8,30.21,M,2,29.57,434,274,1922,1162,67,75,58,M,59
3.5, , 6,2007-07-22,886,M,M,54,0,0.00,18,1.9,30.20,M,2,29.54,435,275,1921,1161,71,81,61,M,61
3.9, , 8,2007-07-23,884,M,M,55,0,0.00,12,2.9,30.09,M,2,29.42,436,276,1920,1160,73,82,63,M,63
4.9, , 9,2007-07-24,882,M,M,57,0,  T,21,1.1,30.03,M,2,29.38,437,277,1919,1159,74,82,65,M,64
7.0, ,12,2007-07-25,880,M,M,60,0,0.00,23,6.4,29.99,M,2,29.35,438,278,1918,1158,77,83,70,M,66
9.9,TS TSRA BR HZ, 9,2007-07-26,879,M,M,65,0,0.89,22,7.2,29.91,M,2,29.25,439,279,1918,1158,74,84,64,M,68
8.1,RA BR HZ,12,2007-07-27,877,M,M,67,0,0.04,36,1.2,29.80,M,2,29.16,440,280,1917,1157,77,83,70,M,70
10.7,BR HZ,10,2007-07-28,875,M,M,65,0,0.00,3,10.6,29.91,M,2,29.28,441,281,1916,1156,75,80,70,M,68
6.9, ,11,2007-07-29,873,M,M,56,0,0.00,5,6.3,29.97,M,2,29.34,442,282,1915,1155,76,85,67,M,64
4.6, ,11,2007-07-30,871,M,M,57,0,0.00,6,3.1,30.01,M,2,29.39,443,283,1914,1154,76,86,65,M,65
5.0, ,14,2007-07-31,869,M,M,60,0,0.00,7,4.0,30.02,M,2,29.39,444,284,1913,1153,79,89,69,M,68
3.7, ,15,2007-08-01,866,M,M,63,0,0.00,13,2.1,29.98,M,2,29.34,445,285,1911,1151,80,91,69,M,70
7.2, ,17,2007-08-02,864,M,M,66,0,0.00,23,6.5,29.95,M,2,29.31,446,286,1910,1150,82,91,73,M,72
5.8, ,16,2007-08-03,862,M,M,58,0,0.00,6,3.3,30.00,M,2,29.36,447,287,1909,1149,81,88,73,M,67
6.6,RA,10,2007-08-04,860,M,M,58,0,0.02,9,5.9,30.01,M,2,29.36,448,288,1908,1148,75,81,68,M,65
10.2,TSRA RA BR VCTS,13,2007-08-05,858,M,M,71,0,0.97,22,7.0,29.79,M,2,29.15,449,289,1907,1147,78,88,68,M,72
4.6,TS TSRA BR HZ,15,2007-08-06,856,M,M,72,0,0.05,10,2.6,29.81,M,2,29.17,450,290,1906,1146,80,85,75,M,74
8.8,VCTS,18,2007-08-07,853,M,M,73,0,0.06,24,6.3,29.74,M,2,29.11,451,291,1904,1144,83,92,73,M,76
6.4,TSRA RA DZ BR HZ,16,2007-08-08,851,M,M,72,0,0.09,4,1.5,29.81,M,2,29.18,452,292,1903,1143,81,87,74,M,74
6.3,TSRA BR HZ,14,2007-08-09,849,M,M,71,0,0.46,27,3.1,29.82,M,2,29.19,453,293,1902,1142,79,85,73,M,73
5.4, ,15,2007-08-10,846,M,M,69,0,0.00,6,3.0,29.94,M,2,29.32,454,294,1900,1140,80,86,73,M,72
3.9,BR HZ,13,2007-08-11,844,M,M,65,0,0.00,20,3.1,30.00,M,2,29.38,455,295,1859,1139,78,88,68,M,70
6.6,TSRA,13,2007-08-12,842,M,M,67,0,0.23,6,1.9,30.04,M,2,29.40,456,296,1858,1138,78,87,68,M,70
7.7, ,10,2007-08-13,839,M,M,54,0,0.00,8,6.9,30.08,M,2,29.44,457,297,1856,1136,75,80,69,M,63
9.0,TSRA RA BR,10,2007-08-14,837,M,M,66,0,0.45,23,6.4,29.92,M,2,29.29,458,298,1855,1135,75,84,65,M,69
7.1,TS TSRA RA BR,12,2007-08-15,835,M,M,69,0,0.83,6,4.9,29.87,M,2,29.23,459,299,1854,1134,77,81,72,M,71
5.7,BR, 7,2007-08-16,832,M,M,65,0,0.00,1,3.5,29.95,M,2,29.33,500,300,1852,1132,72,77,67,M,68
7.4, , 8,2007-08-17,830,M,M,54,0,0.00,31,6.1,30.08,M,2,29.46,501,301,1851,1131,73,80,65,M,62
7.0,RA, 0,2007-08-18,827,M,M,54,0,0.42,13,6.1,30.15,M,2,29.48,502,302,1849,1129,65,69,60,M,58
7.5,TS RA BR, 1,2007-08-19,825,M,M,63,0,1.33,10,5.5,29.98,M,2,29.30,503,303,1848,1128,66,69,62,M,64
5.9,TS TSRA RA BR HZ, 7,2007-08-20,822,M,M,69,0,0.48,20,2.4,29.85,M,2,29.21,504,304,1846,1126,72,76,68,M,70
6.0,BR,12,2007-08-21,820,M,M,70,0,0.01,17,3.5,29.89,M,2,29.26,505,305,1845,1125,77,85,69,M,72
8.4,TSRA RA BR,15,2007-08-22,817,M,M,70,0,0.88,21,5.1,29.93,M,2,29.29,506,306,1843,1123,80,90,70,M,73
9.1,TS TSRA BR,15,2007-08-23,814,M,M,69,0,1.96,21,6.7,29.86,M,2,29.21,508,308,1842,1122,80,89,70,M,71
7.3,TS TSRA RA BR,10,2007-08-24,811,M,M,67,0,0.20,25,5.5,29.81,M,2,29.16,509,309,1840,1120,75,81,69,M,69
6.4,RA BR, 6,2007-08-25,809,M,M,63,0,0.25,3,2.4,29.91,M,2,29.29,510,310,1839,1119,71,76,65,M,66
4.6, , 5,2007-08-26,806,M,M,55,0,0.00,11,3.7,30.07,M,2,29.44,511,311,1837,1117,70,78,61,M,62
7.3, , 6,2007-08-27,803,M,M,59,0,0.00,16,6.4,30.06,M,2,29.41,512,312,1835,1115,71,79,63,M,64
8.3, ,15,2007-08-28,801,M,M,65,0,0.00,21,7.8,29.98,M,2,29.34,513,313,1834,1114,80,90,69,M,70
8.8, ,13,2007-08-29,798,M,M,64,0,  T,3,5.3,30.02,M,2,29.39,514,314,1832,1112,78,86,69,M,69
10.9, , 3,2007-08-30,796,M,M,54,0,0.00,3,10.8,30.15,M,2,29.51,515,315,1831,1111,68,75,60,M,61
4.6, , 2,2007-08-31,793,M,M,54,0,0.00,6,3.0,30.17,M,2,29.52,516,316,1829,1109,67,76,57,M,60
4.4, , 5,2007-09-01,790,M,M,56,0,0.00,11,4.4,30.20,M,2,29.54,517,317,1827,1107,70,79,60,M,62
6.0, , 8,2007-09-02,788,M,M,56,0,0.00,21,4.8,30.13,M,2,29.47,518,318,1826,1106,73,84,62,M,63
6.2, ,11,2007-09-03,785,M,M,61,0,0.00,25,3.0,30.07,M,2,29.42,519,319,1824,1104,76,88,64,M,67
5.0, ,14,2007-09-04,782,M,M,59,0,0.00,24,2.2,29.99,M,2,29.34,520,320,1822,1102,79,90,67,M,67
6.7, ,17,2007-09-05,780,M,M,62,0,0.00,19,6.4,29.94,M,2,29.31,521,321,1821,1101,82,91,72,M,69
13.0,TSRA HZ,14,2007-09-06,777,M,M,66,0,0.08,20,12.8,29.91,M,2,29.27,522,322,1819,1099,79,84,74,M,70
13.0,TSRA RA BR HZ,13,2007-09-07,774,M,M,67,0,0.67,23,9.5,29.84,M,2,29.21,523,323,1817,1097,78,84,71,M,70
9.4, , 8,2007-09-08,771,M,M,58,0,0.00,5,8.4,29.98,M,2,29.34,524,324,1815,1095,73,78,68,M,64
10.9, , 6,2007-09-09,769,M,M,59,0,0.00,3,10.1,30.03,M,2,29.41,525,325,1814,1094,71,79,63,M,64
9.7,RA, 0,2007-09-10,766,M,M,59,1,0.25,3,7.4,30.01,M,2,29.34,526,326,1812,1092,64,73,55,M,62
13.7, , 0,2007-09-11,763,M,M,44,4,  T,29,12.1,29.91,M,2,29.26,527,327,1810,1090,61,71,51,M,52
6.0, , 0,2007-09-12,761,M,M,43,9,0.00,5,1.9,30.11,M,2,29.46,528,328,1809,1089,56,66,46,M,50
7.7, , 1,2007-09-13,758,M,M,43,0,0.00,20,7.1,29.98,M,2,29.30,529,329,1807,1087,66,79,53,M,54
13.0, , 0,2007-09-14,755,M,M,40,8,0.00,32,11.7,30.04,M,2,29.41,530,330,1805,1085,57,67,47,M,49
6.6, , 0,2007-09-15,752,M,M,35,13,0.00,35,1.1,30.28,M,2,29.62,531,331,1803,1083,52,62,42,M,45
8.2, , 0,2007-09-16,748,M,M,38,4,0.00,18,7.7,30.20,M,2,29.52,532,332,1760,1080,61,72,49,M,50
11.0, , 3,2007-09-17,745,M,M,48,0,0.00,17,10.6,30.12,M,2,29.46,533,333,1758,1078,68,80,55,M,57
12.8, ,13,2007-09-18,741,M,M,57,0,0.00,19,12.5,30.05,M,2,29.41,535,335,1756,1076,78,89,66,M,65
9.0, ,11,2007-09-19,739,M,M,59,0,0.00,25,3.5,30.09,M,2,29.47,536,336,1755,1075,76,84,68,M,65
6.1, , 5,2007-09-20,736,M,M,59,0,0.00,8,5.6,30.10,M,2,29.44,537,337,1753,1073,70,76,63,M,64
11.5,HZ,14,2007-09-21,733,M,M,59,0,0.00,22,9.8,29.89,M,2,29.23,538,338,1751,1071,79,90,68,M,66
7.7, , 0,2007-09-22,730,M,M,45,0,0.00,1,4.3,30.10,M,2,29.48,539,339,1749,1069,65,72,58,M,55
6.4, , 4,2007-09-23,728,M,M,50,0,0.00,12,5.9,30.15,M,2,29.49,540,340,1748,1068,69,83,55,M,59
10.5, ,16,2007-09-24,725,M,M,62,0,0.00,19,10.0,29.98,M,2,29.34,541,341,1746,1066,81,91,71,M,69
9.4,TSRA,10,2007-09-25,722,M,M,66,0,0.01,23,7.3,29.93,M,2,29.29,542,342,1744,1064,75,83,67,M,69
7.3,RA BR, 0,2007-09-26,719,M,M,51,3,0.14,2,4.8,30.02,M,2,29.37,543,343,1742,1062,62,68,55,M,56
5.8,RA BCFG BR, 0,2007-09-27,717,M,M,49,2,  T,25,4.5,29.97,M,2,29.31,544,344,1741,1061,63,74,52,M,55
6.6, , 0,2007-09-28,714,M,M,46,2,0.00,7,3.1,30.16,M,2,29.52,545,345,1739,1059,63,73,53,M,54
8.8, , 2,2007-09-29,711,M,M,45,0,0.00,17,8.4,30.23,M,2,29.57,546,346,1737,1057,67,82,52,M,55
13.2,TSRA BR, 8,2007-09-30,708,M,M,48,0,0.14,19,12.9,30.10,M,2,29.44,547,347,1735,1055,73,84,61,M,59
8.9,RA BR, 0,2007-10-01,706,M,M,59,1,0.17,21,7.9,30.00,M,2,29.35,548,348,1734,1054,64,68,59,M,61
10.3,RA BR, 5,2007-10-02,703,M,M,59,0,0.11,19,10.0,29.92,M,2,29.25,549,349,1732,1052,70,80,59,M,63
7.1, , 0,2007-10-03,700,M,M,47,0,  T,25,4.8,29.97,M,2,29.34,550,350,1730,1050,65,74,56,M,56
5.9, , 5,2007-10-04,697,M,M,56,0,0.00,17,4.6,30.03,M,2,29.39,552,352,1729,1049,70,83,56,M,62
7.0,RA BR,12,2007-10-05,694,M,M,65,0,0.06,18,6.8,30.06,M,2,29.42,553,353,1727,1047,77,85,68,M,69
6.7, ,15,2007-10-06,691,M,M,66,0,0.00,21,6.4,30.03,M,2,29.39,554,354,1725,1045,80,88,71,M,71
5.9, ,14,2007-10-07,689,M,M,65,0,0.00,19,5.3,30.01,M,2,29.38,555,355,1724,1044,79,88,70,M,70
9.9, ,10,2007-10-08,686,M,M,60,0,0.00,24,7.3,29.92,M,2,29.28,556,356,1722,1042,75,88,62,M,66
13.3, , 0,2007-10-09,683,M,M,44,1,0.00,28,12.1,29.93,M,2,29.27,557,357,1720,1040,64,77,50,M,53
14.6, , 0,2007-10-10,681,M,M,37,15,  T,31,14.4,29.93,M,2,29.26,558,358,1719,1039,50,53,47,M,44
15.5, , 0,2007-10-11,678,M,M,39,13,0.00,36,14.6,30.00,M,2,29.34,559,359,1717,1037,52,56,48,M,45
5.4, , 0,2007-10-12,675,M,M,35,14,0.00,36,2.8,30.02,M,2,29.34,600,360,1715,1035,51,57,45,M,43
4.7, , 0,2007-10-13,672,M,M,40,13,0.00,21,3.6,30.04,M,2,29.38,602,362,1714,1034,52,59,44,M,47
6.0,RA, 0,2007-10-14,669,M,M,47,6,0.01,12,5.7,30.06,M,2,29.40,603,363,1712,1032,59,63,55,M,52
6.9,RA, 1,2007-10-15,667,M,M,50,0,0.04,16,6.6,29.94,M,2,29.26,604,364,1711,1031,66,77,55,M,57
7.3,RA BR, 0,2007-10-16,664,M,M,55,3,0.19,21,6.5,29.88,M,2,29.23,605,365,1709,1029,62,68,56,M,58
9.1,RA HZ, 0,2007-10-17,661,M,M,53,3,0.11,14,8.6,29.83,M,2,29.13,606,366,1707,1027,62,74,50,M,57
17.2,TSRA RA BR, 5,2007-10-18,659,M,M,57,0,0.34,19,15.5,29.34,M,2,28.67,607,367,1706,1026,70,79,60,M,62
18.0,RA DZ, 0,2007-10-19,656,M,M,48,8,  T,24,17.7,29.45,M,2,28.82,608,368,1704,1024,57,61,53,M,52
11.7, , 0,2007-10-20,653,M,M,43,4,0.00,21,11.1,29.72,M,2,29.10,610,370,1703,1023,61,74,47,M,52
16.8, , 5,2007-10-21,650,M,M,46,0,0.00,20,16.7,29.78,M,2,29.15,611,371,1701,1021,70,79,61,M,56
10.3,RA DZ BR, 0,2007-10-22,648,M,M,47,8,0.15,1,5.8,29.96,M,2,29.32,612,372,1660,1020,57,66,47,M,51
7.9,RA, 0,2007-10-23,645,M,M,39,15,0.03,31,4.0,29.93,M,2,29.26,613,373,1658,1018,50,53,46,M,45
17.3, , 0,2007-10-24,643,M,M,35,16,0.00,2,16.0,30.16,M,2,29.51,614,374,1657,1017,49,53,45,M,43
14.7,RA, 0,2007-10-25,640,M,M,40,14,  T,6,14.5,30.20,M,2,29.52,616,376,1656,1016,51,57,45,M,46
7.2,RA BR, 0,2007-10-26,637,M,M,49,5,0.41,6,4.2,30.06,M,2,29.38,617,377,1654,1014,60,66,53,M,52
9.1,RA BR HZ, 0,2007-10-27,635,M,M,41,17,0.08,31,7.9,30.25,M,2,29.62,618,378,1653,1013,48,57,39,M,46
4.1, , 0,2007-10-28,632,M,M,30,20,0.00,23,3.5,30.53,M,2,29.86,619,379,1651,1011,45,56,34,M,39
9.3, , 0,2007-10-29,630,M,M,32,15,0.00,22,9.1,30.41,M,2,29.70,620,380,1650,1010,50,60,39,M,42
10.9, , 0,2007-10-30,627,M,M,37,11,0.00,20,10.8,30.22,M,2,29.51,622,382,1649,1009,54,66,42,M,46
15.0, , 0,2007-10-31,624,M,M,38,12,0.00,25,12.2,30.03,M,2,29.36,623,383,1647,1007,53,63,43,M,46
10.4, , 0,2008-05-01,841,M,M,51,4,  T,17,9.8,29.67,M,2,29.01,448,288,1849,1129,61,73,48,M,57
13.0,TSRA RA BR, 0,2008-05-02,843,M,M,56,0,0.74,19,11.9,29.52,M,2,28.85,447,287,1850,1130,65,74,55,M,60
12.7,RA BR, 0,2008-05-03,845,M,M,42,15,0.01,25,11.2,29.69,M,2,29.08,446,286,1851,1131,50,56,44,M,46
5.6, , 0,2008-05-04,848,M,M,33,12,0.00,23,5.1,30.02,M,2,29.38,444,284,1852,1132,53,66,39,M,45
6.2, , 0,2008-05-05,850,M,M,38,3,0.00,23,3.7,29.99,M,2,29.34,443,283,1853,1133,62,74,50,M,50
8.8, , 2,2008-05-06,853,M,M,43,0,0.00,22,6.9,29.88,M,2,29.23,442,282,1855,1135,67,82,52,M,55
11.1,RA BR, 0,2008-05-07,855,M,M,53,4,0.71,22,1.9,29.69,M,2,29.03,441,281,1856,1136,61,71,50,M,56
15.0, , 0,2008-05-08,858,M,M,36,12,0.00,5,14.3,29.81,M,2,29.14,439,279,1857,1137,53,59,47,M,45
7.0, , 0,2008-05-09,860,M,M,35,15,0.00,3,6.5,29.85,M,2,29.20,438,278,1858,1138,50,58,42,M,44
6.6, , 0,2008-05-10,862,M,M,39,14,0.00,8,6.0,29.84,M,2,29.15,437,277,1859,1139,51,61,41,M,46
17.8,RA BR, 0,2008-05-11,864,M,M,44,11,1.46,2,14.3,29.53,M,2,28.89,436,276,1860,1140,54,60,47,M,48
7.6, , 0,2008-05-12,866,M,M,39,18,0.00,6,4.9,29.96,M,2,29.32,435,275,1901,1141,47,53,41,M,43
14.4,TSRA RA, 0,2008-05-13,868,M,M,45,6,0.32,18,13.7,29.95,M,2,29.28,434,274,1902,1142,59,73,45,M,52
8.9,RA BR, 0,2008-05-14,870,M,M,49,11,0.02,21,2.5,29.89,M,2,29.25,433,273,1903,1143,54,61,46,M,52
8.1, , 0,2008-05-15,872,M,M,37,15,0.00,5,7.5,30.05,M,2,29.38,432,272,1904,1144,50,57,43,M,45
8.8, , 0,2008-05-16,874,M,M,41,8,0.00,25,8.3,29.86,M,2,29.16,431,271,1905,1145,57,72,41,M,50
14.1,TSRA RA BR, 0,2008-05-17,876,M,M,41,3,0.26,29,11.2,29.61,M,2,28.94,430,270,1906,1146,62,73,50,M,52
7.9, , 0,2008-05-18,878,M,M,40,15,0.00,35,1.6,29.63,M,2,28.98,429,269,1907,1147,50,55,45,M,46
6.2,RA, 0,2008-05-19,880,M,M,34,14,  T,7,4.4,29.69,M,2,29.02,428,268,1908,1148,51,59,42,M,44
7.7, , 0,2008-05-20,882,M,M,37,8,  T,30,6.9,29.66,M,2,29.00,427,267,1909,1149,57,64,49,M,47
8.8, , 0,2008-05-21,884,M,M,36,10,0.00,33,6.8,29.70,M,2,29.05,426,266,1910,1150,55,65,45,M,46
11.2, , 0,2008-05-22,886,M,M,38,13,0.00,5,10.5,29.93,M,2,29.29,425,265,1911,1151,52,56,47,M,45
10.7, , 0,2008-05-23,887,M,M,40,11,0.00,3,10.4,30.11,M,2,29.47,425,265,1912,1152,54,59,48,M,46
7.4, , 0,2008-05-24,889,M,M,38,9,0.00,7,6.9,30.17,M,2,29.51,424,264,1913,1153,56,68,44,M,48
12.4, , 0,2008-05-25,891,M,M,48,0,0.00,17,11.1,29.93,M,2,29.26,423,263,1914,1154,65,78,51,M,57
12.0,TS TSRA RA HZ, 4,2008-05-26,893,M,M,60,0,0.00,24,7.3,29.80,M,2,29.17,422,262,1915,1155,69,84,53,M,65
17.4,RA, 0,2008-05-27,894,M,M,36,16,  T,2,18.0,30.18,M,2,29.54,422,262,1916,1156,49,53,45,M,43
8.5, , 0,2008-05-28,895,M,M,35,12,0.00,7,7.8,30.33,M,2,29.66,421,261,1916,1156,53,61,45,M,44
3.8,RA, 0,2008-05-29,896,M,M,38,8,0.08,10,2.2,30.17,M,2,29.46,421,261,1917,1157,57,68,45,M,48
10.7,TS RA BR, 3,2008-05-30,898,M,M,60,0,0.30,20,9.4,29.79,M,2,29.09,420,260,1918,1158,68,77,58,M,63
12.3, , 5,2008-05-31,899,M,M,56,0,0.00,28,11.1,29.79,M,2,29.15,420,260,1919,1159,70,79,60,M,62
5.9, , 0,2008-06-01,901,M,M,46,1,0.00,8,5.6,29.94,M,2,29.29,419,259,1920,1160,64,71,56,M,55
5.7, , 8,2008-06-02,901,M,M,53,0,0.00,13,1.7,29.87,M,2,29.21,419,259,1920,1160,73,85,61,M,61
6.7,RA BR HZ, 1,2008-06-03,903,M,M,58,0,0.92,3,5.2,29.67,M,2,29.02,418,258,1921,1161,66,74,57,M,60
4.3,TS TSRA BR HZ, 4,2008-06-04,904,M,M,61,0,0.02,5,3.1,29.60,M,2,28.95,418,258,1922,1162,69,78,59,M,64
13.8,TSRA,13,2008-06-05,906,M,M,69,0,0.22,20,13.2,29.69,M,2,29.06,417,257,1923,1163,78,88,68,M,72
19.5,RA,15,2008-06-06,906,M,M,69,0,0.03,20,19.2,29.75,M,2,29.14,417,257,1923,1163,80,86,73,M,72
12.4,TS BR,13,2008-06-07,907,M,M,71,0,0.07,19,11.8,29.85,M,2,29.23,417,257,1924,1164,78,84,72,M,73
11.5,RA BR SQ,11,2008-06-08,908,M,M,69,0,1.31,19,4.2,29.80,M,2,29.18,417,257,1925,1165,76,87,65,M,71
8.8,RA DZ, 5,2008-06-09,909,M,M,64,0,0.21,23,6.5,29.80,M,2,29.17,416,256,1925,1165,70,74,65,M,66
10.4,RA, 5,2008-06-10,910,M,M,56,0,0.01,25,9.3,29.88,M,2,29.25,416,256,1926,1166,70,80,60,M,63
10.4, ,11,2008-06-11,910,M,M,55,0,0.00,18,9.4,29.97,M,2,29.34,416,256,1926,1166,76,86,66,M,64
15.1, ,17,2008-06-12,911,M,M,63,0,0.00,18,14.8,29.89,M,2,29.26,416,256,1927,1167,82,91,73,M,70
10.8,TS TSRA RA, 9,2008-06-13,911,M,M,63,0,0.19,23,9.6,29.91,M,2,29.28,416,256,1927,1167,74,82,66,M,66
9.3, , 8,2008-06-14,912,M,M,52,0,0.00,24,8.7,29.92,M,2,29.29,416,256,1928,1168,73,84,61,M,62
9.7,TSRA RA BR, 6,2008-06-15,912,M,M,60,0,0.29,24,8.4,29.83,M,2,29.23,416,256,1928,1168,71,82,60,M,64
11.5, , 2,2008-06-16,913,M,M,49,0,0.00,31,10.8,29.89,M,2,29.25,416,256,1929,1169,67,74,60,M,57
10.8, , 1,2008-06-17,913,M,M,46,0,0.00,30,10.2,29.96,M,2,29.32,416,256,1929,1169,66,76,56,M,55
7.5, , 2,2008-06-18,913,M,M,49,0,0.00,5,5.0,29.91,M,2,29.26,416,256,1929,1169,67,75,58,M,56
5.4, , 3,2008-06-19,914,M,M,47,0,0.00,14,1.5,29.92,M,2,29.27,416,256,1930,1170,68,80,55,M,57
7.2,RA, 7,2008-06-20,914,M,M,52,0,0.04,23,6.5,29.95,M,2,29.30,416,256,1930,1170,72,83,60,M,59
6.9,RA, 8,2008-06-21,914,M,M,53,0,0.01,29,5.6,29.93,M,2,29.29,416,256,1930,1170,73,83,62,M,61
4.4,RA, 6,2008-06-22,914,M,M,53,0,0.02,34,1.5,29.87,M,2,29.23,417,257,1931,1171,71,81,61,M,60
6.4, , 2,2008-06-23,914,M,M,54,0,0.00,3,3.8,30.03,M,2,29.38,417,257,1931,1171,67,76,57,M,59
5.4, , 5,2008-06-24,914,M,M,52,0,0.00,18,4.3,30.13,M,2,29.49,417,257,1931,1171,70,82,57,M,60
8.5,RA BR, 8,2008-06-25,914,M,M,65,0,0.11,21,7.5,29.98,M,2,29.34,417,257,1931,1171,73,79,67,M,68
7.8,BR,14,2008-06-26,913,M,M,67,0,0.00,25,6.8,29.84,M,2,29.21,418,258,1931,1171,79,87,71,M,71
9.1,RA,12,2008-06-27,913,M,M,67,0,  T,21,8.3,29.74,M,2,29.11,418,258,1931,1171,77,85,69,M,70
14.5,RA,10,2008-06-28,912,M,M,55,0,  T,26,13.3,29.68,M,2,29.05,419,259,1931,1171,75,84,66,M,63
10.1,RA BR, 4,2008-06-29,912,M,M,58,0,0.22,30,7.9,29.75,M,2,29.13,419,259,1931,1171,69,77,61,M,61
9.1, , 5,2008-06-30,912,M,M,49,0,0.00,35,5.5,29.96,M,2,29.34,419,259,1931,1171,70,81,59,M,58
8.3, , 6,2008-07-01,911,M,M,50,0,0.00,23,8.2,29.95,M,2,29.30,420,260,1931,1171,71,84,57,M,60
11.7,RA,11,2008-07-02,911,M,M,62,0,0.12,24,7.4,29.78,M,2,29.14,420,260,1931,1171,76,89,63,M,67
13.5, , 0,2008-07-03,910,M,M,51,0,  T,3,13.3,30.01,M,2,29.39,421,261,1931,1171,65,71,59,M,57
7.5, , 2,2008-07-04,908,M,M,50,0,0.00,6,6.5,30.05,M,2,29.40,422,262,1930,1170,67,75,58,M,58
5.7, , 3,2008-07-05,908,M,M,52,0,0.00,10,4.7,30.01,M,2,29.36,422,262,1930,1170,68,79,57,M,60
8.9, ,11,2008-07-06,907,M,M,58,0,0.00,19,8.3,29.92,M,2,29.28,423,263,1930,1170,76,88,63,M,65
11.4, ,16,2008-07-07,907,M,M,68,0,0.11,21,10.8,29.86,M,2,29.21,423,263,1930,1170,81,87,74,M,71
8.3,TS RA,M,2008-07-08,905,M,M,68,M,0.28,24,7.4,29.80,M,2,29.16,424,264,1929,1169,M,86,46,M,71
9.1, ,11,2008-07-09,904,M,M,55,0,0.00,32,8.1,29.94,M,2,29.31,425,265,1929,1169,76,85,67,M,64
8.6,TSRA RA, 9,2008-07-10,904,M,M,62,0,0.43,23,8.1,29.97,M,2,29.33,425,265,1929,1169,74,84,64,M,67
7.5,TS TSRA RA,12,2008-07-11,902,M,M,65,0,0.03,19,3.7,29.95,M,2,29.30,426,266,1928,1168,77,89,64,M,69
11.0,TSRA RA BR,10,2008-07-12,901,M,M,64,0,0.65,26,8.4,29.87,M,2,29.25,427,267,1928,1168,75,83,66,M,67
13.8, , 5,2008-07-13,899,M,M,53,0,0.00,27,13.6,29.83,M,2,29.18,428,268,1927,1167,70,79,61,M,61
7.1, , 8,2008-07-14,899,M,M,54,0,0.00,29,1.9,29.90,M,2,29.28,428,268,1927,1167,73,84,62,M,62
8.3, ,14,2008-07-15,897,M,M,63,0,0.00,22,7.8,29.98,M,2,29.36,429,269,1926,1166,79,91,67,M,69
7.4, ,17,2008-07-16,895,M,M,67,0,0.00,21,5.2,30.07,M,2,29.44,430,270,1925,1165,82,91,73,M,71
9.3, ,17,2008-07-17,894,M,M,66,0,0.00,22,8.9,30.03,M,2,29.39,431,271,1925,1165,82,90,74,M,71
8.2,RA,17,2008-07-18,892,M,M,67,0,  T,23,6.8,29.94,M,2,29.30,432,272,1924,1164,82,91,73,M,71
5.9,RA BR,10,2008-07-19,890,M,M,70,0,1.22,23,1.1,29.89,M,2,29.24,433,273,1923,1163,75,80,70,M,71
7.0,TSRA RA,12,2008-07-20,890,M,M,68,0,0.43,27,6.1,29.89,M,2,29.25,433,273,1923,1163,77,86,68,M,71
8.0,TSRA RA VCTS,12,2008-07-21,888,M,M,66,0,0.13,2,2.4,29.90,M,2,29.26,434,274,1922,1162,77,84,70,M,69
9.3,RA, 6,2008-07-22,886,M,M,61,0,0.06,3,8.6,29.98,M,2,29.36,435,275,1921,1161,71,75,66,M,64
9.3, , 6,2008-07-23,884,M,M,52,0,0.00,36,8.3,30.08,M,2,29.44,436,276,1920,1160,71,81,60,M,61
4.7, , 6,2008-07-24,882,M,M,52,0,0.00,24,4.3,30.04,M,2,29.39,437,277,1919,1159,71,82,60,M,61
7.6, ,10,2008-07-25,880,M,M,63,0,0.00,22,6.8,29.98,M,2,29.33,438,278,1918,1158,75,84,65,M,67
7.7,BR,11,2008-07-26,879,M,M,58,0,0.00,30,6.9,29.92,M,2,29.28,439,279,1918,1158,76,85,67,M,66
6.8, , 8,2008-07-27,877,M,M,58,0,0.00,24,5.9,29.87,M,2,29.22,440,280,1917,1157,73,83,63,M,65
6.4, ,12,2008-07-28,875,M,M,63,0,0.00,10,4.4,29.85,M,2,29.21,441,281,1916,1156,77,84,70,M,68
7.9,TSRA RA BR,15,2008-07-29,873,M,M,67,0,0.23,20,5.9,29.83,M,2,29.21,442,282,1915,1155,80,89,70,M,71
9.7, ,16,2008-07-30,871,M,M,67,0,0.00,27,8.8,29.73,M,2,29.10,443,283,1914,1154,81,90,72,M,71
6.9,RA,15,2008-07-31,869,M,M,69,0,0.50,27,5.6,29.74,M,2,29.11,444,284,1913,1153,80,89,71,M,72
3.6, ,16,2008-08-01,866,M,M,69,0,0.00,6,1.9,29.77,M,2,29.14,445,285,1911,1151,81,89,72,M,73
9.2, , 9,2008-08-02,864,M,M,60,0,0.00,3,8.6,29.90,M,2,29.28,446,286,1910,1150,74,80,68,M,65
6.5, , 9,2008-08-03,862,M,M,61,0,0.00,19,5.2,29.94,M,2,29.30,447,287,1909,1149,74,85,63,M,67
9.1,TSRA RA BR HZ VCTS,14,2008-08-04,860,M,M,69,0,0.59,19,2.9,29.89,M,2,29.24,448,288,1908,1148,79,88,69,M,71
6.3,BR HZ,15,2008-08-05,858,M,M,69,0,0.08,31,2.9,29.91,M,2,29.30,449,289,1907,1147,80,88,71,M,72
